"","Industry","AgeRange","Gender","Year","NLT_Claims","LT_Claims"
"1786","Manufacturing","15-19","Female","X2014",53,20
"1787","Manufacturing","15-19","Female","X2015",73,15
"1788","Manufacturing","15-19","Female","X2016",65,20
"1789","Manufacturing","15-19","Female","X2017",69,31
"1790","Manufacturing","15-19","Female","X2018",73,33
"1791","Manufacturing","15-19","Female","X2019",67,33
"1792","Manufacturing","15-19","Male","X2011",425,95
"1793","Manufacturing","15-19","Male","X2012",539,95
"1794","Manufacturing","15-19","Male","X2013",462,94
"1795","Manufacturing","15-19","Male","X2014",516,117
"1796","Manufacturing","15-19","Male","X2015",555,125
"1797","Manufacturing","15-19","Male","X2016",534,127
"1798","Manufacturing","15-19","Male","X2017",551,129
"1799","Manufacturing","15-19","Male","X2018",519,144
"1800","Manufacturing","15-19","Male","X2019",540,130
"1801","Manufacturing","20-24","Female","X2011",200,93
"1802","Manufacturing","20-24","Female","X2012",218,79
"1803","Manufacturing","20-24","Female","X2013",205,86
"1804","Manufacturing","20-24","Female","X2014",216,69
"1805","Manufacturing","20-24","Female","X2015",251,72
"1806","Manufacturing","20-24","Female","X2016",302,102
"1807","Manufacturing","20-24","Female","X2017",354,119
"1808","Manufacturing","20-24","Female","X2018",355,124
"1809","Manufacturing","20-24","Female","X2019",365,159
"1810","Manufacturing","20-24","Male","X2011",1827,433
"1811","Manufacturing","20-24","Male","X2012",1891,460
"1812","Manufacturing","20-24","Male","X2013",1848,449
"1813","Manufacturing","20-24","Male","X2014",1797,399
"1814","Manufacturing","20-24","Male","X2015",1921,437
"1815","Manufacturing","20-24","Male","X2016",1944,483
"1816","Manufacturing","20-24","Male","X2017",2029,514
"1817","Manufacturing","20-24","Male","X2018",2076,573
"1818","Manufacturing","20-24","Male","X2019",2041,600
"1819","Manufacturing","25-29","Female","X2011",269,96
"1820","Manufacturing","25-29","Female","X2012",254,89
"1821","Manufacturing","25-29","Female","X2013",240,78
"1822","Manufacturing","25-29","Female","X2014",264,91
"1823","Manufacturing","25-29","Female","X2015",260,103
"1824","Manufacturing","25-29","Female","X2016",288,124
"1825","Manufacturing","25-29","Female","X2017",319,119
"1826","Manufacturing","25-29","Female","X2018",363,144
"1827","Manufacturing","25-29","Female","X2019",393,165
"1828","Manufacturing","25-29","Male","X2011",2003,507
"1829","Manufacturing","25-29","Male","X2012",2004,526
"1830","Manufacturing","25-29","Male","X2013",1903,491
"1831","Manufacturing","25-29","Male","X2014",1806,497
"1832","Manufacturing","25-29","Male","X2015",1988,458
"1833","Manufacturing","25-29","Male","X2016",1878,515
"1834","Manufacturing","25-29","Male","X2017",1951,578
"1835","Manufacturing","25-29","Male","X2018",2082,630
"1836","Manufacturing","25-29","Male","X2019",2094,655
"1837","Manufacturing","30-34","Female","X2011",279,104
"1838","Manufacturing","30-34","Female","X2012",266,106
"1839","Manufacturing","30-34","Female","X2013",272,114
"1840","Manufacturing","30-34","Female","X2014",266,104
"1841","Manufacturing","30-34","Female","X2015",218,86
"1842","Manufacturing","30-34","Female","X2016",230,100
"1843","Manufacturing","30-34","Female","X2017",242,96
"1844","Manufacturing","30-34","Female","X2018",290,139
"1845","Manufacturing","30-34","Female","X2019",300,130
"1846","Manufacturing","30-34","Male","X2011",1922,545
"1847","Manufacturing","30-34","Male","X2012",1880,503
"1848","Manufacturing","30-34","Male","X2013",1839,486
"1849","Manufacturing","30-34","Male","X2014",1773,485
"1850","Manufacturing","30-34","Male","X2015",1736,453
"1851","Manufacturing","30-34","Male","X2016",1630,493
"1852","Manufacturing","30-34","Male","X2017",1696,515
"1853","Manufacturing","30-34","Male","X2018",1728,544
"1854","Manufacturing","30-34","Male","X2019",1793,571
"1855","Manufacturing","35-39","Female","X2011",329,135
"1856","Manufacturing","35-39","Female","X2012",312,152
"1857","Manufacturing","35-39","Female","X2013",277,121
"1858","Manufacturing","35-39","Female","X2014",293,97
"1859","Manufacturing","35-39","Female","X2015",257,94
"1860","Manufacturing","35-39","Female","X2016",230,120
"1861","Manufacturing","35-39","Female","X2017",280,106
"1862","Manufacturing","35-39","Female","X2018",329,115
"1863","Manufacturing","35-39","Female","X2019",277,126
"1864","Manufacturing","35-39","Male","X2011",1841,596
"1865","Manufacturing","35-39","Male","X2012",1851,544
"1866","Manufacturing","35-39","Male","X2013",1730,524
"1867","Manufacturing","35-39","Male","X2014",1684,511
"1868","Manufacturing","35-39","Male","X2015",1582,426
"1869","Manufacturing","35-39","Male","X2016",1509,509
"1870","Manufacturing","35-39","Male","X2017",1492,518
"1871","Manufacturing","35-39","Male","X2018",1614,568
"1872","Manufacturing","35-39","Male","X2019",1560,522
"1873","Manufacturing","40-44","Female","X2011",363,190
"1874","Manufacturing","40-44","Female","X2012",360,164
"1875","Manufacturing","40-44","Female","X2013",369,127
"1876","Manufacturing","40-44","Female","X2014",351,157
"1877","Manufacturing","40-44","Female","X2015",310,97
"1878","Manufacturing","40-44","Female","X2016",329,132
"1879","Manufacturing","40-44","Female","X2017",352,141
"1880","Manufacturing","40-44","Female","X2018",333,148
"1881","Manufacturing","40-44","Female","X2019",372,164
"1882","Manufacturing","40-44","Male","X2011",1892,599
"1883","Manufacturing","40-44","Male","X2012",1811,599
"1884","Manufacturing","40-44","Male","X2013",1691,544
"1885","Manufacturing","40-44","Male","X2014",1628,543
"1886","Manufacturing","40-44","Male","X2015",1582,462
"1887","Manufacturing","40-44","Male","X2016",1554,456
"1888","Manufacturing","40-44","Male","X2017",1484,473
"1889","Manufacturing","40-44","Male","X2018",1470,540
"1890","Manufacturing","40-44","Male","X2019",1466,571
"1891","Manufacturing","45-49","Female","X2011",524,269
"1892","Manufacturing","45-49","Female","X2012",496,212
"1893","Manufacturing","45-49","Female","X2013",443,226
"1894","Manufacturing","45-49","Female","X2014",416,145
"1895","Manufacturing","45-49","Female","X2015",419,163
"1896","Manufacturing","45-49","Female","X2016",365,170
"1897","Manufacturing","45-49","Female","X2017",381,175
"1898","Manufacturing","45-49","Female","X2018",387,205
"1899","Manufacturing","45-49","Female","X2019",396,193
"1900","Manufacturing","45-49","Male","X2011",2191,781
"1901","Manufacturing","45-49","Male","X2012",2118,686
"1902","Manufacturing","45-49","Male","X2013",1915,623
"1903","Manufacturing","45-49","Male","X2014",1754,616
"1904","Manufacturing","45-49","Male","X2015",1647,519
"1905","Manufacturing","45-49","Male","X2016",1625,616
"1906","Manufacturing","45-49","Male","X2017",1505,507
"1907","Manufacturing","45-49","Male","X2018",1541,546
"1908","Manufacturing","45-49","Male","X2019",1490,558
"1909","Manufacturing","50-54","Female","X2011",512,258
"1910","Manufacturing","50-54","Female","X2012",499,220
"1911","Manufacturing","50-54","Female","X2013",503,225
"1912","Manufacturing","50-54","Female","X2014",461,206
"1913","Manufacturing","50-54","Female","X2015",441,191
"1914","Manufacturing","50-54","Female","X2016",431,235
"1915","Manufacturing","50-54","Female","X2017",497,218
"1916","Manufacturing","50-54","Female","X2018",463,258
"1917","Manufacturing","50-54","Female","X2019",474,240
"1918","Manufacturing","50-54","Male","X2011",2023,755
"1919","Manufacturing","50-54","Male","X2012",2002,718
"1920","Manufacturing","50-54","Male","X2013",1891,694
"1921","Manufacturing","50-54","Male","X2014",1966,616
"1922","Manufacturing","50-54","Male","X2015",1946,619
"1923","Manufacturing","50-54","Male","X2016",1860,618
"1924","Manufacturing","50-54","Male","X2017",1693,602
"1925","Manufacturing","50-54","Male","X2018",1712,660
"1926","Manufacturing","50-54","Male","X2019",1662,621
"1927","Manufacturing","55-59","Female","X2011",318,172
"1928","Manufacturing","55-59","Female","X2012",392,160
"1929","Manufacturing","55-59","Female","X2013",374,165
"1930","Manufacturing","55-59","Female","X2014",377,194
"1931","Manufacturing","55-59","Female","X2015",409,182
"1932","Manufacturing","55-59","Female","X2016",358,197
"1933","Manufacturing","55-59","Female","X2017",403,189
"1934","Manufacturing","55-59","Female","X2018",427,229
"1935","Manufacturing","55-59","Female","X2019",500,257
"1936","Manufacturing","55-59","Male","X2011",1384,513
"1937","Manufacturing","55-59","Male","X2012",1444,525
"1938","Manufacturing","55-59","Male","X2013",1500,535
"1939","Manufacturing","55-59","Male","X2014",1529,554
"1940","Manufacturing","55-59","Male","X2015",1482,527
"1941","Manufacturing","55-59","Male","X2016",1499,591
"1942","Manufacturing","55-59","Male","X2017",1572,632
"1943","Manufacturing","55-59","Male","X2018",1720,677
"1944","Manufacturing","55-59","Male","X2019",1808,633
"1945","Manufacturing","60-64","Female","X2011",169,90
"1946","Manufacturing","60-64","Female","X2012",166,95
"1947","Manufacturing","60-64","Female","X2013",184,106
"1948","Manufacturing","60-64","Female","X2014",183,90
"1949","Manufacturing","60-64","Female","X2015",235,99
"1950","Manufacturing","60-64","Female","X2016",184,143
"1951","Manufacturing","60-64","Female","X2017",229,123
"1952","Manufacturing","60-64","Female","X2018",252,117
"1953","Manufacturing","60-64","Female","X2019",275,126
"1954","Manufacturing","60-64","Male","X2011",862,306
"1955","Manufacturing","60-64","Male","X2012",872,352
"1956","Manufacturing","60-64","Male","X2013",900,328
"1957","Manufacturing","60-64","Male","X2014",919,340
"1958","Manufacturing","60-64","Male","X2015",959,340
"1959","Manufacturing","60-64","Male","X2016",957,386
"1960","Manufacturing","60-64","Male","X2017",1103,381
"1961","Manufacturing","60-64","Male","X2018",1186,497
"1962","Manufacturing","60-64","Male","X2019",1144,497
"1963","Manufacturing","65+","Female","X2011",98,30
"1964","Manufacturing","65+","Female","X2012",83,21
"1965","Manufacturing","65+","Female","X2013",96,31
"1966","Manufacturing","65+","Female","X2014",77,24
"1967","Manufacturing","65+","Female","X2015",99,23
"1968","Manufacturing","65+","Female","X2016",101,43
"1969","Manufacturing","65+","Female","X2017",94,35
"1970","Manufacturing","65+","Female","X2018",100,54
"1971","Manufacturing","65+","Female","X2019",124,47
"1972","Manufacturing","65+","Male","X2011",505,132
"1973","Manufacturing","65+","Male","X2012",559,115
"1974","Manufacturing","65+","Male","X2013",562,142
"1975","Manufacturing","65+","Male","X2014",606,141
"1976","Manufacturing","65+","Male","X2015",674,153
"1977","Manufacturing","65+","Male","X2016",644,201
"1978","Manufacturing","65+","Male","X2017",585,187
"1979","Manufacturing","65+","Male","X2018",719,190
"1980","Manufacturing","65+","Male","X2019",662,204
"1981","Mining","15-19","Female","X2011",3,1
"1982","Mining","15-19","Female","X2012",4,0
"1983","Mining","15-19","Female","X2013",1,0
"1984","Mining","15-19","Female","X2014",3,0
"1985","Mining","15-19","Female","X2015",4,1
"1986","Mining","15-19","Female","X2016",3,1
"1987","Mining","15-19","Female","X2017",0,0
"1988","Mining","15-19","Female","X2018",1,0
"1989","Mining","15-19","Female","X2019",1,0
"1990","Mining","15-19","Male","X2011",33,10
"1991","Mining","15-19","Male","X2012",30,5
"1992","Mining","15-19","Male","X2013",22,1
"1993","Mining","15-19","Male","X2014",21,2
"1994","Mining","15-19","Male","X2015",26,1
"1995","Mining","15-19","Male","X2016",10,2
"1996","Mining","15-19","Male","X2017",15,4
"1997","Mining","15-19","Male","X2018",22,2
"1998","Mining","15-19","Male","X2019",20,3
"1999","Mining","20-24","Female","X2011",14,3
"2000","Mining","20-24","Female","X2012",7,3
"2001","Mining","20-24","Female","X2013",10,0
"2002","Mining","20-24","Female","X2014",3,1
"2003","Mining","20-24","Female","X2015",9,2
"2004","Mining","20-24","Female","X2016",4,0
"2005","Mining","20-24","Female","X2017",9,1
"2006","Mining","20-24","Female","X2018",8,0
"2007","Mining","20-24","Female","X2019",8,1
"2008","Mining","20-24","Male","X2011",166,23
"2009","Mining","20-24","Male","X2012",143,25
"2010","Mining","20-24","Male","X2013",130,12
"2011","Mining","20-24","Male","X2014",91,12
"2012","Mining","20-24","Male","X2015",95,15
"2013","Mining","20-24","Male","X2016",82,11
"2014","Mining","20-24","Male","X2017",61,8
"2015","Mining","20-24","Male","X2018",79,13
"2016","Mining","20-24","Male","X2019",92,12
"2017","Mining","25-29","Female","X2011",8,1
"2018","Mining","25-29","Female","X2012",4,1
"2019","Mining","25-29","Female","X2013",13,1
"2020","Mining","25-29","Female","X2014",9,0
"2021","Mining","25-29","Female","X2015",3,1
"2022","Mining","25-29","Female","X2016",5,0
"2023","Mining","25-29","Female","X2017",3,0
"2024","Mining","25-29","Female","X2018",4,1
"2025","Mining","25-29","Female","X2019",4,1
"2026","Mining","25-29","Male","X2011",175,40
"2027","Mining","25-29","Male","X2012",181,23
"2028","Mining","25-29","Male","X2013",168,22
"2029","Mining","25-29","Male","X2014",122,13
"2030","Mining","25-29","Male","X2015",128,13
"2031","Mining","25-29","Male","X2016",112,13
"2032","Mining","25-29","Male","X2017",127,21
"2033","Mining","25-29","Male","X2018",138,19
"2034","Mining","25-29","Male","X2019",131,22
"2035","Mining","30-34","Female","X2011",4,0
"2036","Mining","30-34","Female","X2012",4,0
"2037","Mining","30-34","Female","X2013",11,2
"2038","Mining","30-34","Female","X2014",6,0
"2039","Mining","30-34","Female","X2015",7,1
"2040","Mining","30-34","Female","X2016",7,1
"2041","Mining","30-34","Female","X2017",6,0
"2042","Mining","30-34","Female","X2018",7,4
"2043","Mining","30-34","Female","X2019",2,1
"2044","Mining","30-34","Male","X2011",169,43
"2045","Mining","30-34","Male","X2012",181,35
"2046","Mining","30-34","Male","X2013",151,21
"2047","Mining","30-34","Male","X2014",128,24
"2048","Mining","30-34","Male","X2015",137,16
"2049","Mining","30-34","Male","X2016",131,30
"2050","Mining","30-34","Male","X2017",124,25
"2051","Mining","30-34","Male","X2018",123,20
"2052","Mining","30-34","Male","X2019",133,15
"2053","Mining","35-39","Female","X2011",10,1
"2054","Mining","35-39","Female","X2012",7,2
"2055","Mining","35-39","Female","X2013",3,3
"2056","Mining","35-39","Female","X2014",5,1
"2057","Mining","35-39","Female","X2015",11,1
"2058","Mining","35-39","Female","X2016",11,0
"2059","Mining","35-39","Female","X2017",4,2
"2060","Mining","35-39","Female","X2018",3,1
"2061","Mining","35-39","Female","X2019",6,1
"2062","Mining","35-39","Male","X2011",168,40
"2063","Mining","35-39","Male","X2012",154,32
"2064","Mining","35-39","Male","X2013",152,25
"2065","Mining","35-39","Male","X2014",142,13
"2066","Mining","35-39","Male","X2015",108,24
"2067","Mining","35-39","Male","X2016",112,21
"2068","Mining","35-39","Male","X2017",114,28
"2069","Mining","35-39","Male","X2018",110,22
"2070","Mining","35-39","Male","X2019",134,31
"2071","Mining","40-44","Female","X2011",12,0
"2072","Mining","40-44","Female","X2012",3,0
"2073","Mining","40-44","Female","X2013",6,0
"2074","Mining","40-44","Female","X2014",8,1
"2075","Mining","40-44","Female","X2015",5,0
"2076","Mining","40-44","Female","X2016",4,1
"2077","Mining","40-44","Female","X2017",7,1
"2078","Mining","40-44","Female","X2018",3,0
"2079","Mining","40-44","Female","X2019",6,1
"2080","Mining","40-44","Male","X2011",150,48
"2081","Mining","40-44","Male","X2012",146,32
"2082","Mining","40-44","Male","X2013",135,33
"2083","Mining","40-44","Male","X2014",120,28
"2084","Mining","40-44","Male","X2015",86,19
"2085","Mining","40-44","Male","X2016",102,15
"2086","Mining","40-44","Male","X2017",84,20
"2087","Mining","40-44","Male","X2018",106,25
"2088","Mining","40-44","Male","X2019",86,24
"2089","Mining","45-49","Female","X2011",6,2
"2090","Mining","45-49","Female","X2012",9,1
"2091","Mining","45-49","Female","X2013",7,2
"2092","Mining","45-49","Female","X2014",3,1
"2093","Mining","45-49","Female","X2015",1,0
"2094","Mining","45-49","Female","X2016",4,0
"2095","Mining","45-49","Female","X2017",5,1
"2096","Mining","45-49","Female","X2018",4,4
"2097","Mining","45-49","Female","X2019",5,1
"2098","Mining","45-49","Male","X2011",167,45
"2099","Mining","45-49","Male","X2012",150,30
"2100","Mining","45-49","Male","X2013",141,35
"2101","Mining","45-49","Male","X2014",96,27
"2102","Mining","45-49","Male","X2015",87,20
"2103","Mining","45-49","Male","X2016",88,17
"2104","Mining","45-49","Male","X2017",96,25
"2105","Mining","45-49","Male","X2018",108,20
"2106","Mining","45-49","Male","X2019",113,18
"2107","Mining","50-54","Female","X2011",5,0
"2108","Mining","50-54","Female","X2012",6,1
"2109","Mining","50-54","Female","X2013",5,1
"2110","Mining","50-54","Female","X2014",3,1
"2111","Mining","50-54","Female","X2015",6,2
"2112","Mining","50-54","Female","X2016",4,2
"2113","Mining","50-54","Female","X2017",1,2
"2114","Mining","50-54","Female","X2018",5,4
"2115","Mining","50-54","Female","X2019",4,3
"2116","Mining","50-54","Male","X2011",154,35
"2117","Mining","50-54","Male","X2012",152,28
"2118","Mining","50-54","Male","X2013",146,33
"2119","Mining","50-54","Male","X2014",135,24
"2120","Mining","50-54","Male","X2015",138,28
"2121","Mining","50-54","Male","X2016",101,23
"2122","Mining","50-54","Male","X2017",115,26
"2123","Mining","50-54","Male","X2018",118,12
"2124","Mining","50-54","Male","X2019",86,26
"2125","Mining","55-59","Female","X2011",1,0
"2126","Mining","55-59","Female","X2012",1,1
"2127","Mining","55-59","Female","X2013",3,2
"2128","Mining","55-59","Female","X2014",1,0
"2129","Mining","55-59","Female","X2015",5,1
"2130","Mining","55-59","Female","X2016",3,0
"2131","Mining","55-59","Female","X2017",4,1
"2132","Mining","55-59","Female","X2018",7,1
"2133","Mining","55-59","Female","X2019",2,1
"2134","Mining","55-59","Male","X2011",105,20
"2135","Mining","55-59","Male","X2012",107,28
"2136","Mining","55-59","Male","X2013",125,26
"2137","Mining","55-59","Male","X2014",104,17
"2138","Mining","55-59","Male","X2015",111,18
"2139","Mining","55-59","Male","X2016",110,20
"2140","Mining","55-59","Male","X2017",120,21
"2141","Mining","55-59","Male","X2018",108,18
"2142","Mining","55-59","Male","X2019",113,29
"2143","Mining","60-64","Female","X2011",1,0
"2144","Mining","60-64","Female","X2012",0,0
"2145","Mining","60-64","Female","X2013",1,0
"2146","Mining","60-64","Female","X2014",6,0
"2147","Mining","60-64","Female","X2015",0,0
"2148","Mining","60-64","Female","X2016",2,0
"2149","Mining","60-64","Female","X2017",0,1
"2150","Mining","60-64","Female","X2018",0,1
"2151","Mining","60-64","Female","X2019",1,1
"2152","Mining","60-64","Male","X2011",69,8
"2153","Mining","60-64","Male","X2012",74,10
"2154","Mining","60-64","Male","X2013",70,11
"2155","Mining","60-64","Male","X2014",58,15
"2156","Mining","60-64","Male","X2015",58,9
"2157","Mining","60-64","Male","X2016",81,10
"2158","Mining","60-64","Male","X2017",87,9
"2159","Mining","60-64","Male","X2018",95,10
"2160","Mining","60-64","Male","X2019",81,14
"2161","Mining","65+","Male","X2011",58,5
"2162","Mining","65+","Male","X2012",78,4
"2163","Mining","65+","Male","X2013",83,1
"2164","Mining","65+","Male","X2014",80,4
"2165","Mining","65+","Male","X2015",83,9
"2166","Mining","65+","Male","X2016",76,2
"2167","Mining","65+","Male","X2017",86,3
"2168","Mining","65+","Male","X2018",76,4
"2169","Mining","65+","Male","X2019",90,9
"2170","Municipal","15-19","Female","X2011",29,12
"2171","Municipal","15-19","Female","X2012",32,12
"2172","Municipal","15-19","Female","X2013",31,19
"2173","Municipal","15-19","Female","X2014",36,13
"2174","Municipal","15-19","Female","X2015",36,10
"2175","Municipal","15-19","Female","X2016",62,14
"2176","Municipal","15-19","Female","X2017",39,19
"2177","Municipal","15-19","Female","X2018",52,23
"2178","Municipal","15-19","Female","X2019",47,25
"2179","Municipal","15-19","Male","X2011",39,11
"2180","Municipal","15-19","Male","X2012",32,15
"2181","Municipal","15-19","Male","X2013",50,10
"2182","Municipal","15-19","Male","X2014",46,8
"2183","Municipal","15-19","Male","X2015",52,10
"2184","Municipal","15-19","Male","X2016",38,13
"2185","Municipal","15-19","Male","X2017",22,19
"2186","Municipal","15-19","Male","X2018",41,20
"2187","Municipal","15-19","Male","X2019",52,20
"2188","Municipal","20-24","Female","X2011",41,18
"2189","Municipal","20-24","Female","X2012",42,16
"2190","Municipal","20-24","Female","X2013",59,13
"2191","Municipal","20-24","Female","X2014",38,11
"2192","Municipal","20-24","Female","X2015",50,20
"2193","Municipal","20-24","Female","X2016",46,23
"2194","Municipal","20-24","Female","X2017",44,29
"2195","Municipal","20-24","Female","X2018",57,32
"2196","Municipal","20-24","Female","X2019",55,29
"2197","Municipal","20-24","Male","X2011",91,16
"2198","Municipal","20-24","Male","X2012",75,25
"2199","Municipal","20-24","Male","X2013",67,25
"2200","Municipal","20-24","Male","X2014",79,27
"2201","Municipal","20-24","Male","X2015",76,19
"2202","Municipal","20-24","Male","X2016",60,17
"2203","Municipal","20-24","Male","X2017",56,23
"2204","Municipal","20-24","Male","X2018",82,31
"2205","Municipal","20-24","Male","X2019",87,33
"2206","Municipal","25-29","Female","X2011",28,13
"2207","Municipal","25-29","Female","X2012",32,13
"2208","Municipal","25-29","Female","X2013",41,11
"2209","Municipal","25-29","Female","X2014",21,14
"2210","Municipal","25-29","Female","X2015",33,15
"2211","Municipal","25-29","Female","X2016",37,9
"2212","Municipal","25-29","Female","X2017",33,21
"2213","Municipal","25-29","Female","X2018",36,21
"2214","Municipal","25-29","Female","X2019",58,28
"2215","Municipal","25-29","Male","X2011",69,30
"2216","Municipal","25-29","Male","X2012",82,31
"2217","Municipal","25-29","Male","X2013",73,30
"2218","Municipal","25-29","Male","X2014",74,19
"2219","Municipal","25-29","Male","X2015",65,22
"2220","Municipal","25-29","Male","X2016",76,30
"2221","Municipal","25-29","Male","X2017",79,31
"2222","Municipal","25-29","Male","X2018",97,40
"2223","Municipal","25-29","Male","X2019",98,44
"2224","Municipal","30-34","Female","X2011",34,11
"2225","Municipal","30-34","Female","X2012",19,10
"2226","Municipal","30-34","Female","X2013",26,14
"2227","Municipal","30-34","Female","X2014",38,6
"2228","Municipal","30-34","Female","X2015",38,21
"2229","Municipal","30-34","Female","X2016",28,14
"2230","Municipal","30-34","Female","X2017",36,18
"2231","Municipal","30-34","Female","X2018",35,17
"2232","Municipal","30-34","Female","X2019",43,21
"2233","Municipal","30-34","Male","X2011",106,45
"2234","Municipal","30-34","Male","X2012",97,34
"2235","Municipal","30-34","Male","X2013",79,45
"2236","Municipal","30-34","Male","X2014",83,50
"2237","Municipal","30-34","Male","X2015",85,41
"2238","Municipal","30-34","Male","X2016",89,36
"2239","Municipal","30-34","Male","X2017",87,47
"2240","Municipal","30-34","Male","X2018",92,44
"2241","Municipal","30-34","Male","X2019",123,49
"2242","Municipal","35-39","Female","X2011",28,17
"2243","Municipal","35-39","Female","X2012",33,22
"2244","Municipal","35-39","Female","X2013",40,11
"2245","Municipal","35-39","Female","X2014",43,22
"2246","Municipal","35-39","Female","X2015",30,12
"2247","Municipal","35-39","Female","X2016",27,21
"2248","Municipal","35-39","Female","X2017",37,17
"2249","Municipal","35-39","Female","X2018",30,21
"2250","Municipal","35-39","Female","X2019",43,20
"2251","Municipal","35-39","Male","X2011",98,41
"2252","Municipal","35-39","Male","X2012",116,53
"2253","Municipal","35-39","Male","X2013",109,44
"2254","Municipal","35-39","Male","X2014",120,45
"2255","Municipal","35-39","Male","X2015",112,53
"2256","Municipal","35-39","Male","X2016",86,48
"2257","Municipal","35-39","Male","X2017",107,55
"2258","Municipal","35-39","Male","X2018",94,59
"2259","Municipal","35-39","Male","X2019",80,59
"2260","Municipal","40-44","Female","X2011",31,19
"2261","Municipal","40-44","Female","X2012",30,27
"2262","Municipal","40-44","Female","X2013",39,19
"2263","Municipal","40-44","Female","X2014",36,11
"2264","Municipal","40-44","Female","X2015",27,24
"2265","Municipal","40-44","Female","X2016",29,16
"2266","Municipal","40-44","Female","X2017",30,17
"2267","Municipal","40-44","Female","X2018",31,19
"2268","Municipal","40-44","Female","X2019",35,24
"2269","Municipal","40-44","Male","X2011",123,76
"2270","Municipal","40-44","Male","X2012",119,68
"2271","Municipal","40-44","Male","X2013",100,64
"2272","Municipal","40-44","Male","X2014",116,64
"2273","Municipal","40-44","Male","X2015",84,48
"2274","Municipal","40-44","Male","X2016",112,68
"2275","Municipal","40-44","Male","X2017",85,72
"2276","Municipal","40-44","Male","X2018",102,81
"2277","Municipal","40-44","Male","X2019",92,64
"2278","Municipal","45-49","Female","X2011",53,23
"2279","Municipal","45-49","Female","X2012",41,31
"2280","Municipal","45-49","Female","X2013",46,22
"2281","Municipal","45-49","Female","X2014",49,27
"2282","Municipal","45-49","Female","X2015",35,25
"2283","Municipal","45-49","Female","X2016",33,21
"2284","Municipal","45-49","Female","X2017",36,30
"2285","Municipal","45-49","Female","X2018",34,38
"2286","Municipal","45-49","Female","X2019",39,24
"2287","Municipal","45-49","Male","X2011",110,59
"2288","Municipal","45-49","Male","X2012",117,62
"2289","Municipal","45-49","Male","X2013",122,60
"2290","Municipal","45-49","Male","X2014",103,59
"2291","Municipal","45-49","Male","X2015",107,63
"2292","Municipal","45-49","Male","X2016",107,57
"2293","Municipal","45-49","Male","X2017",95,67
"2294","Municipal","45-49","Male","X2018",111,60
"2295","Municipal","45-49","Male","X2019",100,54
"2296","Municipal","50-54","Female","X2011",47,34
"2297","Municipal","50-54","Female","X2012",36,24
"2298","Municipal","50-54","Female","X2013",43,24
"2299","Municipal","50-54","Female","X2014",42,27
"2300","Municipal","50-54","Female","X2015",47,27
"2301","Municipal","50-54","Female","X2016",40,28
"2302","Municipal","50-54","Female","X2017",45,34
"2303","Municipal","50-54","Female","X2018",43,39
"2304","Municipal","50-54","Female","X2019",50,36
"2305","Municipal","50-54","Male","X2011",109,75
"2306","Municipal","50-54","Male","X2012",79,50
"2307","Municipal","50-54","Male","X2013",121,53
"2308","Municipal","50-54","Male","X2014",119,68
"2309","Municipal","50-54","Male","X2015",132,61
"2310","Municipal","50-54","Male","X2016",104,70
"2311","Municipal","50-54","Male","X2017",111,83
"2312","Municipal","50-54","Male","X2018",104,60
"2313","Municipal","50-54","Male","X2019",110,70
"2314","Municipal","55-59","Female","X2011",28,18
"2315","Municipal","55-59","Female","X2012",35,14
"2316","Municipal","55-59","Female","X2013",30,20
"2317","Municipal","55-59","Female","X2014",32,19
"2318","Municipal","55-59","Female","X2015",29,20
"2319","Municipal","55-59","Female","X2016",30,18
"2320","Municipal","55-59","Female","X2017",36,27
"2321","Municipal","55-59","Female","X2018",42,23
"2322","Municipal","55-59","Female","X2019",46,33
"2323","Municipal","55-59","Male","X2011",99,50
"2324","Municipal","55-59","Male","X2012",76,44
"2325","Municipal","55-59","Male","X2013",93,60
"2326","Municipal","55-59","Male","X2014",76,50
"2327","Municipal","55-59","Male","X2015",94,41
"2328","Municipal","55-59","Male","X2016",77,50
"2329","Municipal","55-59","Male","X2017",96,43
"2330","Municipal","55-59","Male","X2018",97,59
"2331","Municipal","55-59","Male","X2019",94,58
"2332","Municipal","60-64","Female","X2011",17,7
"2333","Municipal","60-64","Female","X2012",13,5
"2334","Municipal","60-64","Female","X2013",13,7
"2335","Municipal","60-64","Female","X2014",20,10
"2336","Municipal","60-64","Female","X2015",14,10
"2337","Municipal","60-64","Female","X2016",20,12
"2338","Municipal","60-64","Female","X2017",24,17
"2339","Municipal","60-64","Female","X2018",16,13
"2340","Municipal","60-64","Female","X2019",25,18
"2341","Municipal","60-64","Male","X2011",44,21
"2342","Municipal","60-64","Male","X2012",51,22
"2343","Municipal","60-64","Male","X2013",56,29
"2344","Municipal","60-64","Male","X2014",57,33
"2345","Municipal","60-64","Male","X2015",79,21
"2346","Municipal","60-64","Male","X2016",70,18
"2347","Municipal","60-64","Male","X2017",48,31
"2348","Municipal","60-64","Male","X2018",49,33
"2349","Municipal","60-64","Male","X2019",64,28
"2350","Municipal","65+","Female","X2011",5,4
"2351","Municipal","65+","Female","X2012",3,1
"2352","Municipal","65+","Female","X2013",6,8
"2353","Municipal","65+","Female","X2014",10,4
"2354","Municipal","65+","Female","X2015",7,5
"2355","Municipal","65+","Female","X2016",10,5
"2356","Municipal","65+","Female","X2017",10,3
