Industry Sector,Injury/Illness Year,Age Group,Gender,NoLostTime
Electrical,2014,25-29,Male,213
Electrical,2014,30-34,Male,242
Electrical,2014,35-39,Male,184
Electrical,2014,40-44,Male,136
Electrical,2014,45-49,Male,189
Electrical,2014,50-54,Male,180
Electrical,2014,55-59,Male,111
Electrical,2014,60-64,Male,47
Electrical,2014,65+,Male,40
Electrical,2014,NA,Male,4
Electrical,2015,15-19,Male,15
Electrical,2015,20-24,Male,140
Electrical,2015,25-29,Male,208
Electrical,2015,30-34,Male,215
Electrical,2015,35-39,Male,144
Electrical,2015,40-44,Male,112
Electrical,2015,45-49,Male,122
Electrical,2015,50-54,Male,155
Electrical,2015,55-59,Male,103
Electrical,2015,60-64,Male,47
Electrical,2015,65+,Male,35
Electrical,2015,NA,Male,2
Electrical,2016,15-19,Male,17
Electrical,2016,20-24,Male,146
Electrical,2016,25-29,Male,210
Electrical,2016,30-34,Male,219
Electrical,2016,35-39,Male,154
Electrical,2016,40-44,Male,127
Electrical,2016,45-49,Male,129
Electrical,2016,50-54,Male,160
Electrical,2016,55-59,Male,91
Electrical,2016,60-64,Male,43
Electrical,2016,65+,Male,27
Electrical,2016,NA,Male,0
Electrical,2017,15-19,Male,15
Electrical,2017,20-24,Male,121
Electrical,2017,25-29,Male,227
Electrical,2017,30-34,Male,233
Electrical,2017,35-39,Male,181
Electrical,2017,40-44,Male,122
Electrical,2017,45-49,Male,114
Electrical,2017,50-54,Male,141
Electrical,2017,55-59,Male,103
Electrical,2017,60-64,Male,46
Electrical,2017,65+,Male,27
Electrical,2017,NA,Male,0
Electrical,2018,15-19,Male,19
Electrical,2018,20-24,Male,146
Electrical,2018,25-29,Male,217
Electrical,2018,30-34,Male,213
Electrical,2018,35-39,Male,169
Electrical,2018,40-44,Male,148
Electrical,2018,45-49,Male,101
Electrical,2018,50-54,Male,124
Electrical,2018,55-59,Male,88
Electrical,2018,60-64,Male,47
Electrical,2018,65+,Male,31
Electrical,2018,NA,Male,2
Electrical,2019,15-19,Male,19
Electrical,2019,20-24,Male,160
Electrical,2019,25-29,Male,206
Electrical,2019,30-34,Male,207
Electrical,2019,35-39,Male,149
Electrical,2019,40-44,Male,135
Electrical,2019,45-49,Male,93
Electrical,2019,50-54,Male,117
Electrical,2019,55-59,Male,102
Electrical,2019,60-64,Male,43
Electrical,2019,65+,Male,29
Electrical,2019,NA,Male,0
Food,2011,15-19,Male,72
Food,2011,20-24,Male,251
Food,2011,25-29,Male,330
Food,2011,30-34,Male,366
Food,2011,35-39,Male,370
Food,2011,40-44,Male,366
Food,2011,45-49,Male,423
Food,2011,50-54,Male,402
Food,2011,55-59,Male,277
Food,2011,60-64,Male,160
Food,2011,65+,Male,55
Food,2011,NA,Male,3
Food,2012,15-19,Male,69
Food,2012,20-24,Male,264
Food,2012,25-29,Male,286
Food,2012,30-34,Male,344
Food,2012,35-39,Male,320
Food,2012,40-44,Male,373
Food,2012,45-49,Male,390
Food,2012,50-54,Male,395
Food,2012,55-59,Male,268
Food,2012,60-64,Male,175
Food,2012,65+,Male,78
Food,2012,NA,Male,6
Food,2013,15-19,Male,66
Food,2013,20-24,Male,226
Food,2013,25-29,Male,303
Food,2013,30-34,Male,281
Food,2013,35-39,Male,352
Food,2013,40-44,Male,325
Food,2013,45-49,Male,358
Food,2013,50-54,Male,386
Food,2013,55-59,Male,318
Food,2013,60-64,Male,139
Food,2013,65+,Male,74
Food,2013,NA,Male,4
Food,2014,15-19,Male,65
Food,2014,20-24,Male,251
Food,2014,25-29,Male,274
Food,2014,30-34,Male,278
Food,2014,35-39,Male,305
Food,2014,40-44,Male,334
Food,2014,45-49,Male,302
Food,2014,50-54,Male,370
Food,2014,55-59,Male,298
Food,2014,60-64,Male,187
Food,2014,65+,Male,92
Food,2014,NA,Male,4
Food,2015,15-19,Male,59
Food,2015,20-24,Male,234
Food,2015,25-29,Male,250
Food,2015,30-34,Male,259
Food,2015,35-39,Male,287
Food,2015,40-44,Male,303
Food,2015,45-49,Male,319
Food,2015,50-54,Male,338
Food,2015,55-59,Male,268
Food,2015,60-64,Male,185
Food,2015,65+,Male,78
Food,2015,NA,Male,8
Food,2016,15-19,Male,63
Food,2016,20-24,Male,275
Food,2016,25-29,Male,270
Food,2016,30-34,Male,266
Food,2016,35-39,Male,297
Food,2016,40-44,Male,313
Food,2016,45-49,Male,296
Food,2016,50-54,Male,326
Food,2016,55-59,Male,286
Food,2016,60-64,Male,172
Food,2016,65+,Male,79
Food,2016,NA,Male,0
Food,2017,15-19,Male,62
Food,2017,20-24,Male,257
Food,2017,25-29,Male,315
Food,2017,30-34,Male,287
Food,2017,35-39,Male,276
Food,2017,40-44,Male,313
Food,2017,45-49,Male,314
Food,2017,50-54,Male,345
Food,2017,55-59,Male,304
Food,2017,60-64,Male,173
Food,2017,65+,Male,104
Food,2017,NA,Male,2
Food,2018,15-19,Male,82
Food,2018,20-24,Male,277
Food,2018,25-29,Male,283
Food,2018,30-34,Male,275
Food,2018,35-39,Male,306
Food,2018,40-44,Male,306
Food,2018,45-49,Male,338
Food,2018,50-54,Male,341
Food,2018,55-59,Male,296
Food,2018,60-64,Male,218
Food,2018,65+,Male,116
Food,2018,NA,Male,2
Food,2019,15-19,Male,72
Food,2019,20-24,Male,271
Food,2019,25-29,Male,329
Food,2019,30-34,Male,288
Food,2019,35-39,Male,302
Food,2019,40-44,Male,290
Food,2019,45-49,Male,304
Food,2019,50-54,Male,324
Food,2019,55-59,Male,337
Food,2019,60-64,Male,225
Food,2019,65+,Male,144
Food,2019,NA,Male,2
Forestry,2011,15-19,Male,13
Forestry,2011,20-24,Male,49
Forestry,2011,25-29,Male,38
Forestry,2011,30-34,Male,27
Forestry,2011,35-39,Male,28
Forestry,2011,40-44,Male,39
Forestry,2011,45-49,Male,52
Forestry,2011,50-54,Male,72
Forestry,2011,55-59,Male,60
Forestry,2011,60-64,Male,29
Forestry,2011,65+,Male,24
Forestry,2011,NA,Male,1
Forestry,2012,15-19,Male,15
Forestry,2012,20-24,Male,49
Forestry,2012,25-29,Male,36
Forestry,2012,30-34,Male,40
Forestry,2012,35-39,Male,42
Forestry,2012,40-44,Male,39
Forestry,2012,45-49,Male,42
Forestry,2012,50-54,Male,47
Forestry,2012,55-59,Male,68
Forestry,2012,60-64,Male,32
Forestry,2012,65+,Male,29
Forestry,2012,NA,Male,0
Forestry,2013,15-19,Male,23
Forestry,2013,20-24,Male,59
Forestry,2013,25-29,Male,46
Forestry,2013,30-34,Male,34
Forestry,2013,35-39,Male,33
Forestry,2013,40-44,Male,44
Forestry,2013,45-49,Male,55
Forestry,2013,50-54,Male,59
Forestry,2013,55-59,Male,68
Forestry,2013,60-64,Male,33
Forestry,2013,65+,Male,42
Forestry,2013,NA,Male,1
Forestry,2014,15-19,Male,23
Forestry,2014,20-24,Male,51
Forestry,2014,25-29,Male,46
Forestry,2014,30-34,Male,40
Forestry,2014,35-39,Male,33
Forestry,2014,40-44,Male,35
Forestry,2014,45-49,Male,40
Forestry,2014,50-54,Male,57
Forestry,2014,55-59,Male,70
Forestry,2014,60-64,Male,35
Forestry,2014,65+,Male,55
Forestry,2014,NA,Male,2
Forestry,2015,15-19,Male,33
Forestry,2015,20-24,Male,64
Forestry,2015,25-29,Male,67
Forestry,2015,30-34,Male,41
Forestry,2015,35-39,Male,40
Forestry,2015,40-44,Male,40
Forestry,2015,45-49,Male,45
Forestry,2015,50-54,Male,61
Forestry,2015,55-59,Male,61
Forestry,2015,60-64,Male,38
Forestry,2015,65+,Male,43
Forestry,2015,NA,Male,1
Forestry,2016,15-19,Male,25
Forestry,2016,20-24,Male,80
Forestry,2016,25-29,Male,45
Forestry,2016,30-34,Male,41
Forestry,2016,35-39,Male,38
Forestry,2016,40-44,Male,42
Forestry,2016,45-49,Male,35
Forestry,2016,50-54,Male,48
Forestry,2016,55-59,Male,44
Forestry,2016,60-64,Male,27
Forestry,2016,65+,Male,42
Forestry,2016,NA,Male,0
Forestry,2017,15-19,Male,19
Forestry,2017,20-24,Male,62
Forestry,2017,25-29,Male,48
Forestry,2017,30-34,Male,52
Forestry,2017,35-39,Male,42
Forestry,2017,40-44,Male,36
Forestry,2017,45-49,Male,50
Forestry,2017,50-54,Male,62
Forestry,2017,55-59,Male,60
Forestry,2017,60-64,Male,51
Forestry,2017,65+,Male,42
Forestry,2017,NA,Male,0
Forestry,2018,15-19,Male,27
Forestry,2018,20-24,Male,84
Forestry,2018,25-29,Male,57
Forestry,2018,30-34,Male,52
Forestry,2018,35-39,Male,32
Forestry,2018,40-44,Male,40
Forestry,2018,45-49,Male,47
Forestry,2018,50-54,Male,48
Forestry,2018,55-59,Male,64
Forestry,2018,60-64,Male,50
Forestry,2018,65+,Male,46
Forestry,2018,NA,Male,0
Forestry,2019,15-19,Male,31
Forestry,2019,20-24,Male,66
Forestry,2019,25-29,Male,61
Forestry,2019,30-34,Male,45
Forestry,2019,35-39,Male,51
Forestry,2019,40-44,Male,36
Forestry,2019,45-49,Male,37
Forestry,2019,50-54,Male,45
Forestry,2019,55-59,Male,57
Forestry,2019,60-64,Male,45
Forestry,2019,65+,Male,43
Forestry,2019,NA,Male,0
Health Care,2011,15-19,Male,18
Health Care,2011,20-24,Male,120
Health Care,2011,25-29,Male,229
Health Care,2011,30-34,Male,203
Health Care,2011,35-39,Male,196
Health Care,2011,40-44,Male,191
Health Care,2011,45-49,Male,266
Health Care,2011,50-54,Male,232
Health Care,2011,55-59,Male,162
Health Care,2011,60-64,Male,81
Health Care,2011,65+,Male,40
Health Care,2011,NA,Male,2
Health Care,2012,15-19,Male,20
Health Care,2012,20-24,Male,117
Health Care,2012,25-29,Male,239
Health Care,2012,30-34,Male,209
Health Care,2012,35-39,Male,218
Health Care,2012,40-44,Male,217
Health Care,2012,45-49,Male,267
Health Care,2012,50-54,Male,274
Health Care,2012,55-59,Male,174
Health Care,2012,60-64,Male,88
Health Care,2012,65+,Male,25
Health Care,2012,NA,Male,1
Health Care,2013,15-19,Male,16
Health Care,2013,20-24,Male,122
Health Care,2013,25-29,Male,263
Health Care,2013,30-34,Male,209
Health Care,2013,35-39,Male,205
Health Care,2013,40-44,Male,258
Health Care,2013,45-49,Male,271
Health Care,2013,50-54,Male,264
Health Care,2013,55-59,Male,198
Health Care,2013,60-64,Male,100
Health Care,2013,65+,Male,46
Health Care,2013,NA,Male,7
Health Care,2014,15-19,Male,28
Health Care,2014,20-24,Male,107
Health Care,2014,25-29,Male,243
Health Care,2014,30-34,Male,237
Health Care,2014,35-39,Male,215
Health Care,2014,40-44,Male,237
Health Care,2014,45-49,Male,222
Health Care,2014,50-54,Male,266
Health Care,2014,55-59,Male,192
Health Care,2014,60-64,Male,106
Health Care,2014,65+,Male,40
Health Care,2014,NA,Male,4
Health Care,2015,15-19,Male,14
Health Care,2015,20-24,Male,124
Health Care,2015,25-29,Male,266
Health Care,2015,30-34,Male,246
Health Care,2015,35-39,Male,216
Health Care,2015,40-44,Male,224
Health Care,2015,45-49,Male,199
Health Care,2015,50-54,Male,272
Health Care,2015,55-59,Male,201
Health Care,2015,60-64,Male,95
Health Care,2015,65+,Male,31
Health Care,2015,NA,Male,4
Health Care,2016,15-19,Male,16
Health Care,2016,20-24,Male,123
Health Care,2016,25-29,Male,195
Health Care,2016,30-34,Male,225
Health Care,2016,35-39,Male,191
Health Care,2016,40-44,Male,222
Health Care,2016,45-49,Male,247
Health Care,2016,50-54,Male,238
Health Care,2016,55-59,Male,238
Health Care,2016,60-64,Male,94
Health Care,2016,65+,Male,40
Health Care,2016,NA,Male,0
Health Care,2017,15-19,Male,21
Health Care,2017,20-24,Male,131
Health Care,2017,25-29,Male,259
Health Care,2017,30-34,Male,236
Health Care,2017,35-39,Male,217
Health Care,2017,40-44,Male,240
Health Care,2017,45-49,Male,250
Health Care,2017,50-54,Male,259
Health Care,2017,55-59,Male,260
Health Care,2017,60-64,Male,139
Health Care,2017,65+,Male,50
Health Care,2017,NA,Male,1
Health Care,2018,15-19,Male,18
Health Care,2018,20-24,Male,151
Health Care,2018,25-29,Male,305
Health Care,2018,30-34,Male,250
Health Care,2018,35-39,Male,235
Health Care,2018,40-44,Male,236
Health Care,2018,45-49,Male,268
Health Care,2018,50-54,Male,264
Health Care,2018,55-59,Male,218
Health Care,2018,60-64,Male,140
Health Care,2018,65+,Male,50
Health Care,2018,NA,Male,1
Health Care,2019,15-19,Male,12
Health Care,2019,20-24,Male,160
Health Care,2019,25-29,Male,319
Health Care,2019,30-34,Male,275
Health Care,2019,35-39,Male,259
Health Care,2019,40-44,Male,235
Health Care,2019,45-49,Male,247
Health Care,2019,50-54,Male,245
Health Care,2019,55-59,Male,235
Health Care,2019,60-64,Male,144
Health Care,2019,65+,Male,60
Health Care,2019,NA,Male,0
Manufacturing,2011,15-19,Male,425
Manufacturing,2011,20-24,Male,1827
Manufacturing,2011,25-29,Male,2003
Manufacturing,2011,30-34,Male,1922
Manufacturing,2011,35-39,Male,1841
Manufacturing,2011,40-44,Male,1892
Manufacturing,2011,45-49,Male,2191
Manufacturing,2011,50-54,Male,2023
Manufacturing,2011,55-59,Male,1384
Manufacturing,2011,60-64,Male,862
Manufacturing,2011,65+,Male,505
Manufacturing,2011,NA,Male,37
Manufacturing,2012,15-19,Male,539
Manufacturing,2012,20-24,Male,1891
Manufacturing,2012,25-29,Male,2004
Manufacturing,2012,30-34,Male,1880
Manufacturing,2012,35-39,Male,1851
Manufacturing,2012,40-44,Male,1811
Manufacturing,2012,45-49,Male,2118
Manufacturing,2012,50-54,Male,2002
Manufacturing,2012,55-59,Male,1444
Manufacturing,2012,60-64,Male,872
Manufacturing,2012,65+,Male,559
Manufacturing,2012,NA,Male,22
Manufacturing,2013,15-19,Male,462
Manufacturing,2013,20-24,Male,1848
Manufacturing,2013,25-29,Male,1903
Manufacturing,2013,30-34,Male,1839
Manufacturing,2013,35-39,Male,1730
Manufacturing,2013,40-44,Male,1691
Manufacturing,2013,45-49,Male,1915
Manufacturing,2013,50-54,Male,1891
Manufacturing,2013,55-59,Male,1500
Manufacturing,2013,60-64,Male,900
Manufacturing,2013,65+,Male,562
Manufacturing,2013,NA,Male,33
Manufacturing,2014,15-19,Male,516
Manufacturing,2014,20-24,Male,1797
Manufacturing,2014,25-29,Male,1806
Manufacturing,2014,30-34,Male,1773
Manufacturing,2014,35-39,Male,1684
Manufacturing,2014,40-44,Male,1628
Manufacturing,2014,45-49,Male,1754
Manufacturing,2014,50-54,Male,1966
Manufacturing,2014,55-59,Male,1529
Manufacturing,2014,60-64,Male,919
Manufacturing,2014,65+,Male,606
Manufacturing,2014,NA,Male,30
Manufacturing,2015,15-19,Male,555
Manufacturing,2015,20-24,Male,1921
Manufacturing,2015,25-29,Male,1988
Manufacturing,2015,30-34,Male,1736
Manufacturing,2015,35-39,Male,1582
Manufacturing,2015,40-44,Male,1582
Manufacturing,2015,45-49,Male,1647
Manufacturing,2015,50-54,Male,1946
Manufacturing,2015,55-59,Male,1482
Manufacturing,2015,60-64,Male,959
Manufacturing,2015,65+,Male,674
Manufacturing,2015,NA,Male,16
Manufacturing,2016,15-19,Male,534
Manufacturing,2016,20-24,Male,1944
Manufacturing,2016,25-29,Male,1878
Manufacturing,2016,30-34,Male,1630
Manufacturing,2016,35-39,Male,1509
Manufacturing,2016,40-44,Male,1554
Manufacturing,2016,45-49,Male,1625
Manufacturing,2016,50-54,Male,1860
Manufacturing,2016,55-59,Male,1499
Manufacturing,2016,60-64,Male,957
Manufacturing,2016,65+,Male,644
Manufacturing,2016,NA,Male,8
Manufacturing,2017,15-19,Male,551
Manufacturing,2017,20-24,Male,2029
Manufacturing,2017,25-29,Male,1951
Manufacturing,2017,30-34,Male,1696
Manufacturing,2017,35-39,Male,1492
Manufacturing,2017,40-44,Male,1484
Manufacturing,2017,45-49,Male,1505
Manufacturing,2017,50-54,Male,1693
Manufacturing,2017,55-59,Male,1572
Manufacturing,2017,60-64,Male,1103
Manufacturing,2017,65+,Male,585
Manufacturing,2017,NA,Male,6
Manufacturing,2018,15-19,Male,519
Manufacturing,2018,20-24,Male,2076
Manufacturing,2018,25-29,Male,2082
Manufacturing,2018,30-34,Male,1728
Manufacturing,2018,35-39,Male,1614
Manufacturing,2018,40-44,Male,1470
Manufacturing,2018,45-49,Male,1541
Manufacturing,2018,50-54,Male,1712
Manufacturing,2018,55-59,Male,1720
Manufacturing,2018,60-64,Male,1186
Manufacturing,2018,65+,Male,719
Manufacturing,2018,NA,Male,12
Manufacturing,2019,15-19,Male,540
Manufacturing,2019,20-24,Male,2041
Manufacturing,2019,25-29,Male,2094
Manufacturing,2019,30-34,Male,1793
Manufacturing,2019,35-39,Male,1560
Manufacturing,2019,40-44,Male,1466
Manufacturing,2019,45-49,Male,1490
Manufacturing,2019,50-54,Male,1662
Manufacturing,2019,55-59,Male,1808
Manufacturing,2019,60-64,Male,1144
Manufacturing,2019,65+,Male,662
Manufacturing,2019,NA,Male,10
Mining,2011,15-19,Male,33
Mining,2011,20-24,Male,166
Mining,2011,25-29,Male,175
Mining,2011,30-34,Male,169
Mining,2011,35-39,Male,168
Mining,2011,40-44,Male,150
Mining,2011,45-49,Male,167
Mining,2011,50-54,Male,154
Mining,2011,55-59,Male,105
Mining,2011,60-64,Male,69
Mining,2011,65+,Male,58
Mining,2011,NA,Male,6
Mining,2012,15-19,Male,30
Mining,2012,20-24,Male,143
Mining,2012,25-29,Male,181
Mining,2012,30-34,Male,181
Mining,2012,35-39,Male,154
Mining,2012,40-44,Male,146
Mining,2012,45-49,Male,150
Mining,2012,50-54,Male,152
Mining,2012,55-59,Male,107
Mining,2012,60-64,Male,74
Mining,2012,65+,Male,78
Mining,2012,NA,Male,3
Mining,2013,15-19,Male,22
Mining,2013,20-24,Male,130
Mining,2013,25-29,Male,168
Mining,2013,30-34,Male,151
Mining,2013,35-39,Male,152
Mining,2013,40-44,Male,135
Mining,2013,45-49,Male,141
Mining,2013,50-54,Male,146
Mining,2013,55-59,Male,125
Mining,2013,60-64,Male,70
Mining,2013,65+,Male,83
Mining,2013,NA,Male,2
Mining,2014,15-19,Male,21
Mining,2014,20-24,Male,91
Mining,2014,25-29,Male,122
Mining,2014,30-34,Male,128
Mining,2014,35-39,Male,142
Mining,2014,40-44,Male,120
Mining,2014,45-49,Male,96
Mining,2014,50-54,Male,135
Mining,2014,55-59,Male,104
Mining,2014,60-64,Male,58
Mining,2014,65+,Male,80
Mining,2014,NA,Male,0
Mining,2015,15-19,Male,26
Mining,2015,20-24,Male,95
Mining,2015,25-29,Male,128
Mining,2015,30-34,Male,137
Mining,2015,35-39,Male,108
Mining,2015,40-44,Male,86
Mining,2015,45-49,Male,87
Mining,2015,50-54,Male,138
Mining,2015,55-59,Male,111
Mining,2015,60-64,Male,58
Mining,2015,65+,Male,83
Mining,2015,NA,Male,1
Mining,2016,15-19,Male,10
Mining,2016,20-24,Male,82
Mining,2016,25-29,Male,112
Mining,2016,30-34,Male,131
Mining,2016,35-39,Male,112
Mining,2016,40-44,Male,102
Mining,2016,45-49,Male,88
Mining,2016,50-54,Male,101
Mining,2016,55-59,Male,110
Mining,2016,60-64,Male,81
Mining,2016,65+,Male,76
Mining,2016,NA,Male,0
Mining,2017,15-19,Male,15
Mining,2017,20-24,Male,61
Mining,2017,25-29,Male,127
Mining,2017,30-34,Male,124
Mining,2017,35-39,Male,114
Mining,2017,40-44,Male,84
Mining,2017,45-49,Male,96
Mining,2017,50-54,Male,115
Mining,2017,55-59,Male,120
Mining,2017,60-64,Male,87
Mining,2017,65+,Male,86
Mining,2017,NA,Male,0
Mining,2018,15-19,Male,22
Mining,2018,20-24,Male,79
Mining,2018,25-29,Male,138
Mining,2018,30-34,Male,123
Mining,2018,35-39,Male,110
Mining,2018,40-44,Male,106
Mining,2018,45-49,Male,108
Mining,2018,50-54,Male,118
Mining,2018,55-59,Male,108
Mining,2018,60-64,Male,95
Mining,2018,65+,Male,76
Mining,2018,NA,Male,1
Mining,2019,15-19,Male,20
Mining,2019,20-24,Male,92
Mining,2019,25-29,Male,131
Mining,2019,30-34,Male,133
Mining,2019,35-39,Male,134
Mining,2019,40-44,Male,86
Mining,2019,45-49,Male,113
Mining,2019,50-54,Male,86
Mining,2019,55-59,Male,113
Mining,2019,60-64,Male,81
Mining,2019,65+,Male,90
Mining,2019,NA,Male,0
Municipal,2011,15-19,Male,39
Municipal,2011,20-24,Male,91
Municipal,2011,25-29,Male,69
Municipal,2011,30-34,Male,106
Municipal,2011,35-39,Male,98
Municipal,2011,40-44,Male,123
Municipal,2011,45-49,Male,110
Municipal,2011,50-54,Male,109
Municipal,2011,55-59,Male,99
Municipal,2011,60-64,Male,44
Municipal,2011,65+,Male,36
Municipal,2011,NA,Male,2
Municipal,2012,15-19,Male,32
Municipal,2012,20-24,Male,75
Municipal,2012,25-29,Male,82
Municipal,2012,30-34,Male,97
Municipal,2012,35-39,Male,116
Municipal,2012,40-44,Male,119
Municipal,2012,45-49,Male,117
Municipal,2012,50-54,Male,79
Municipal,2012,55-59,Male,76
Municipal,2012,60-64,Male,51
Municipal,2012,65+,Male,52
Municipal,2012,NA,Male,1
Municipal,2013,15-19,Male,50
Municipal,2013,20-24,Male,67
Municipal,2013,25-29,Male,73
Municipal,2013,30-34,Male,79
Municipal,2013,35-39,Male,109
Municipal,2013,40-44,Male,100
Municipal,2013,45-49,Male,122
Municipal,2013,50-54,Male,121
Municipal,2013,55-59,Male,93
Municipal,2013,60-64,Male,56
Municipal,2013,65+,Male,29
Municipal,2013,NA,Male,5
Municipal,2014,15-19,Male,46
Municipal,2014,20-24,Male,79
Municipal,2014,25-29,Male,74
Municipal,2014,30-34,Male,83
Municipal,2014,35-39,Male,120
Municipal,2014,40-44,Male,116
Municipal,2014,45-49,Male,103
Municipal,2014,50-54,Male,119
Municipal,2014,55-59,Male,76
Municipal,2014,60-64,Male,57
Municipal,2014,65+,Male,43
Municipal,2014,NA,Male,1
Municipal,2015,15-19,Male,52
Municipal,2015,20-24,Male,76
Municipal,2015,25-29,Male,65
Municipal,2015,30-34,Male,85
Municipal,2015,35-39,Male,112
Municipal,2015,40-44,Male,84
Municipal,2015,45-49,Male,107
Municipal,2015,50-54,Male,132
Municipal,2015,55-59,Male,94
Municipal,2015,60-64,Male,79
Municipal,2015,65+,Male,38
Municipal,2015,NA,Male,1
Municipal,2016,15-19,Male,38
Municipal,2016,20-24,Male,60
Municipal,2016,25-29,Male,76
Municipal,2016,30-34,Male,89
Municipal,2016,35-39,Male,86
Municipal,2016,40-44,Male,112
Municipal,2016,45-49,Male,107
Municipal,2016,50-54,Male,104
Municipal,2016,55-59,Male,77
Municipal,2016,60-64,Male,70
Municipal,2016,65+,Male,46
Municipal,2016,NA,Male,1
Municipal,2017,15-19,Male,22
Municipal,2017,20-24,Male,56
Municipal,2017,25-29,Male,79
Municipal,2017,30-34,Male,87
Municipal,2017,35-39,Male,107
Municipal,2017,40-44,Male,85
Municipal,2017,45-49,Male,95
Municipal,2017,50-54,Male,111
Municipal,2017,55-59,Male,96
Municipal,2017,60-64,Male,48
Municipal,2017,65+,Male,44
Municipal,2017,NA,Male,1
Municipal,2018,15-19,Male,41
Municipal,2018,20-24,Male,82
Municipal,2018,25-29,Male,97
Municipal,2018,30-34,Male,92
Municipal,2018,35-39,Male,94
Municipal,2018,40-44,Male,102
Municipal,2018,45-49,Male,111
Municipal,2018,50-54,Male,104
Municipal,2018,55-59,Male,97
Municipal,2018,60-64,Male,49
Municipal,2018,65+,Male,43
Municipal,2018,NA,Male,0
Municipal,2019,15-19,Male,52
Municipal,2019,20-24,Male,87
Municipal,2019,25-29,Male,98
Municipal,2019,30-34,Male,123
Municipal,2019,35-39,Male,80
Municipal,2019,40-44,Male,92
Municipal,2019,45-49,Male,100
Municipal,2019,50-54,Male,110
Municipal,2019,55-59,Male,94
Municipal,2019,60-64,Male,64
Municipal,2019,65+,Male,41
Municipal,2019,NA,Male,2
Primary Metals,2011,15-19,Male,17
Primary Metals,2011,20-24,Male,61
Primary Metals,2011,25-29,Male,106
Primary Metals,2011,30-34,Male,144
Primary Metals,2011,35-39,Male,184
Primary Metals,2011,40-44,Male,193
Primary Metals,2011,45-49,Male,281
Primary Metals,2011,50-54,Male,309
Primary Metals,2011,55-59,Male,177
Primary Metals,2011,60-64,Male,82
Primary Metals,2011,65+,Male,54
Primary Metals,2011,NA,Male,0
Primary Metals,2012,15-19,Male,18
Primary Metals,2012,20-24,Male,69
Primary Metals,2012,25-29,Male,128
Primary Metals,2012,30-34,Male,165
Primary Metals,2012,35-39,Male,154
Primary Metals,2012,40-44,Male,184
Primary Metals,2012,45-49,Male,197
Primary Metals,2012,50-54,Male,309
Primary Metals,2012,55-59,Male,218
Primary Metals,2012,60-64,Male,86
Primary Metals,2012,65+,Male,66
Primary Metals,2012,NA,Male,1
Primary Metals,2013,15-19,Male,12
Primary Metals,2013,20-24,Male,58
Primary Metals,2013,25-29,Male,103
Primary Metals,2013,30-34,Male,142
Primary Metals,2013,35-39,Male,124
Primary Metals,2013,40-44,Male,181
Primary Metals,2013,45-49,Male,192
Primary Metals,2013,50-54,Male,254
Primary Metals,2013,55-59,Male,203
Primary Metals,2013,60-64,Male,82
Primary Metals,2013,65+,Male,71
Primary Metals,2013,NA,Male,1
Primary Metals,2014,15-19,Male,14
Primary Metals,2014,20-24,Male,71
Primary Metals,2014,25-29,Male,120
Primary Metals,2014,30-34,Male,130
Primary Metals,2014,35-39,Male,156
Primary Metals,2014,40-44,Male,149
Primary Metals,2014,45-49,Male,164
Primary Metals,2014,50-54,Male,247
Primary Metals,2014,55-59,Male,193
Primary Metals,2014,60-64,Male,85
Primary Metals,2014,65+,Male,72
Primary Metals,2014,NA,Male,1
Primary Metals,2015,15-19,Male,8
Primary Metals,2015,20-24,Male,68
Primary Metals,2015,25-29,Male,102
Primary Metals,2015,30-34,Male,105
Primary Metals,2015,35-39,Male,121
Primary Metals,2015,40-44,Male,139
Primary Metals,2015,45-49,Male,148
Primary Metals,2015,50-54,Male,223
Primary Metals,2015,55-59,Male,181
Primary Metals,2015,60-64,Male,95
Primary Metals,2015,65+,Male,70
Primary Metals,2015,NA,Male,1
Primary Metals,2016,15-19,Male,10
Primary Metals,2016,20-24,Male,61
Primary Metals,2016,25-29,Male,99
Primary Metals,2016,30-34,Male,145
Primary Metals,2016,35-39,Male,116
Primary Metals,2016,40-44,Male,138
Primary Metals,2016,45-49,Male,144
Primary Metals,2016,50-54,Male,204
Primary Metals,2016,55-59,Male,203
Primary Metals,2016,60-64,Male,93
Primary Metals,2016,65+,Male,99
Primary Metals,2016,NA,Male,0
Primary Metals,2017,15-19,Male,13
Primary Metals,2017,20-24,Male,66
Primary Metals,2017,25-29,Male,125
Primary Metals,2017,30-34,Male,135
Primary Metals,2017,35-39,Male,137
Primary Metals,2017,40-44,Male,134
Primary Metals,2017,45-49,Male,127
Primary Metals,2017,50-54,Male,184
Primary Metals,2017,55-59,Male,205
Primary Metals,2017,60-64,Male,121
Primary Metals,2017,65+,Male,121
Primary Metals,2017,NA,Male,0
Primary Metals,2018,15-19,Male,28
Primary Metals,2018,20-24,Male,108
Primary Metals,2018,25-29,Male,148
Primary Metals,2018,30-34,Male,142
Primary Metals,2018,35-39,Male,148
Primary Metals,2018,40-44,Male,169
Primary Metals,2018,45-49,Male,153
Primary Metals,2018,50-54,Male,163
Primary Metals,2018,55-59,Male,218
Primary Metals,2018,60-64,Male,120
Primary Metals,2018,65+,Male,151
Primary Metals,2018,NA,Male,0
Primary Metals,2019,15-19,Male,17
Primary Metals,2019,20-24,Male,92
Primary Metals,2019,25-29,Male,148
Primary Metals,2019,30-34,Male,162
Primary Metals,2019,35-39,Male,151
