Industry Sector,Injury/Illness Year,Age Group,Gender,AllowedLostTime
Electrical,2015,25-29,Male,40
Electrical,2015,30-34,Male,56
Electrical,2015,35-39,Male,28
Electrical,2015,40-44,Male,30
Electrical,2015,45-49,Male,35
Electrical,2015,50-54,Male,27
Electrical,2015,55-59,Male,32
Electrical,2015,60-64,Male,7
Electrical,2015,65+,Male,8
Electrical,2015,NA,Male,0
Electrical,2016,15-19,Male,2
Electrical,2016,20-24,Male,25
Electrical,2016,25-29,Male,45
Electrical,2016,30-34,Male,43
Electrical,2016,35-39,Male,32
Electrical,2016,40-44,Male,37
Electrical,2016,45-49,Male,41
Electrical,2016,50-54,Male,38
Electrical,2016,55-59,Male,29
Electrical,2016,60-64,Male,16
Electrical,2016,65+,Male,3
Electrical,2016,NA,Male,0
Electrical,2017,15-19,Male,5
Electrical,2017,20-24,Male,32
Electrical,2017,25-29,Male,37
Electrical,2017,30-34,Male,54
Electrical,2017,35-39,Male,43
Electrical,2017,40-44,Male,35
Electrical,2017,45-49,Male,31
Electrical,2017,50-54,Male,42
Electrical,2017,55-59,Male,36
Electrical,2017,60-64,Male,13
Electrical,2017,65+,Male,3
Electrical,2017,NA,Male,0
Electrical,2018,15-19,Male,2
Electrical,2018,20-24,Male,33
Electrical,2018,25-29,Male,51
Electrical,2018,30-34,Male,54
Electrical,2018,35-39,Male,47
Electrical,2018,40-44,Male,34
Electrical,2018,45-49,Male,32
Electrical,2018,50-54,Male,24
Electrical,2018,55-59,Male,32
Electrical,2018,60-64,Male,14
Electrical,2018,65+,Male,7
Electrical,2018,NA,Male,0
Electrical,2019,15-19,Male,6
Electrical,2019,20-24,Male,21
Electrical,2019,25-29,Male,67
Electrical,2019,30-34,Male,55
Electrical,2019,35-39,Male,33
Electrical,2019,40-44,Male,36
Electrical,2019,45-49,Male,31
Electrical,2019,50-54,Male,35
Electrical,2019,55-59,Male,35
Electrical,2019,60-64,Male,11
Electrical,2019,65+,Male,6
Electrical,2019,NA,Male,0
Food,2011,15-19,Male,17
Food,2011,20-24,Male,64
Food,2011,25-29,Male,77
Food,2011,30-34,Male,96
Food,2011,35-39,Male,99
Food,2011,40-44,Male,102
Food,2011,45-49,Male,107
Food,2011,50-54,Male,117
Food,2011,55-59,Male,77
Food,2011,60-64,Male,35
Food,2011,65+,Male,6
Food,2011,NA,Male,1
Food,2012,15-19,Male,21
Food,2012,20-24,Male,91
Food,2012,25-29,Male,76
Food,2012,30-34,Male,78
Food,2012,35-39,Male,116
Food,2012,40-44,Male,111
Food,2012,45-49,Male,114
Food,2012,50-54,Male,107
Food,2012,55-59,Male,65
Food,2012,60-64,Male,49
Food,2012,65+,Male,10
Food,2012,NA,Male,1
Food,2013,15-19,Male,13
Food,2013,20-24,Male,58
Food,2013,25-29,Male,85
Food,2013,30-34,Male,75
Food,2013,35-39,Male,76
Food,2013,40-44,Male,79
Food,2013,45-49,Male,93
Food,2013,50-54,Male,114
Food,2013,55-59,Male,76
Food,2013,60-64,Male,52
Food,2013,65+,Male,18
Food,2013,NA,Male,0
Food,2014,15-19,Male,16
Food,2014,20-24,Male,64
Food,2014,25-29,Male,71
Food,2014,30-34,Male,65
Food,2014,35-39,Male,77
Food,2014,40-44,Male,78
Food,2014,45-49,Male,84
Food,2014,50-54,Male,97
Food,2014,55-59,Male,81
Food,2014,60-64,Male,46
Food,2014,65+,Male,25
Food,2014,NA,Male,0
Food,2015,15-19,Male,28
Food,2015,20-24,Male,56
Food,2015,25-29,Male,65
Food,2015,30-34,Male,59
Food,2015,35-39,Male,87
Food,2015,40-44,Male,85
Food,2015,45-49,Male,88
Food,2015,50-54,Male,87
Food,2015,55-59,Male,86
Food,2015,60-64,Male,48
Food,2015,65+,Male,21
Food,2015,NA,Male,0
Food,2016,15-19,Male,18
Food,2016,20-24,Male,75
Food,2016,25-29,Male,83
Food,2016,30-34,Male,85
Food,2016,35-39,Male,80
Food,2016,40-44,Male,81
Food,2016,45-49,Male,91
Food,2016,50-54,Male,88
Food,2016,55-59,Male,88
Food,2016,60-64,Male,72
Food,2016,65+,Male,19
Food,2016,NA,Male,0
Food,2017,15-19,Male,14
Food,2017,20-24,Male,59
Food,2017,25-29,Male,79
Food,2017,30-34,Male,71
Food,2017,35-39,Male,82
Food,2017,40-44,Male,86
Food,2017,45-49,Male,90
Food,2017,50-54,Male,85
Food,2017,55-59,Male,94
Food,2017,60-64,Male,61
Food,2017,65+,Male,18
Food,2017,NA,Male,0
Food,2018,15-19,Male,19
Food,2018,20-24,Male,63
Food,2018,25-29,Male,80
Food,2018,30-34,Male,86
Food,2018,35-39,Male,89
Food,2018,40-44,Male,83
Food,2018,45-49,Male,96
Food,2018,50-54,Male,107
Food,2018,55-59,Male,102
Food,2018,60-64,Male,70
Food,2018,65+,Male,27
Food,2018,NA,Male,1
Food,2019,15-19,Male,24
Food,2019,20-24,Male,70
Food,2019,25-29,Male,88
Food,2019,30-34,Male,81
Food,2019,35-39,Male,83
Food,2019,40-44,Male,79
Food,2019,45-49,Male,79
Food,2019,50-54,Male,98
Food,2019,55-59,Male,107
Food,2019,60-64,Male,70
Food,2019,65+,Male,25
Food,2019,NA,Male,0
Forestry,2011,15-19,Male,5
Forestry,2011,20-24,Male,14
Forestry,2011,25-29,Male,13
Forestry,2011,30-34,Male,9
Forestry,2011,35-39,Male,15
Forestry,2011,40-44,Male,16
Forestry,2011,45-49,Male,28
Forestry,2011,50-54,Male,17
Forestry,2011,55-59,Male,9
Forestry,2011,60-64,Male,19
Forestry,2011,65+,Male,1
Forestry,2011,NA,Male,0
Forestry,2012,15-19,Male,6
Forestry,2012,20-24,Male,9
Forestry,2012,25-29,Male,14
Forestry,2012,30-34,Male,11
Forestry,2012,35-39,Male,5
Forestry,2012,40-44,Male,17
Forestry,2012,45-49,Male,21
Forestry,2012,50-54,Male,16
Forestry,2012,55-59,Male,12
Forestry,2012,60-64,Male,10
Forestry,2012,65+,Male,3
Forestry,2012,NA,Male,0
Forestry,2013,15-19,Male,9
Forestry,2013,20-24,Male,18
Forestry,2013,25-29,Male,14
Forestry,2013,30-34,Male,17
Forestry,2013,35-39,Male,13
Forestry,2013,40-44,Male,14
Forestry,2013,45-49,Male,10
Forestry,2013,50-54,Male,12
Forestry,2013,55-59,Male,13
Forestry,2013,60-64,Male,14
Forestry,2013,65+,Male,0
Forestry,2013,NA,Male,0
Forestry,2014,15-19,Male,3
Forestry,2014,20-24,Male,17
Forestry,2014,25-29,Male,13
Forestry,2014,30-34,Male,6
Forestry,2014,35-39,Male,10
Forestry,2014,40-44,Male,16
Forestry,2014,45-49,Male,11
Forestry,2014,50-54,Male,17
Forestry,2014,55-59,Male,24
Forestry,2014,60-64,Male,9
Forestry,2014,65+,Male,5
Forestry,2014,NA,Male,1
Forestry,2015,15-19,Male,10
Forestry,2015,20-24,Male,24
Forestry,2015,25-29,Male,14
Forestry,2015,30-34,Male,8
Forestry,2015,35-39,Male,10
Forestry,2015,40-44,Male,8
Forestry,2015,45-49,Male,17
Forestry,2015,50-54,Male,30
Forestry,2015,55-59,Male,17
Forestry,2015,60-64,Male,12
Forestry,2015,65+,Male,1
Forestry,2015,NA,Male,0
Forestry,2016,15-19,Male,11
Forestry,2016,20-24,Male,21
Forestry,2016,25-29,Male,23
Forestry,2016,30-34,Male,12
Forestry,2016,35-39,Male,10
Forestry,2016,40-44,Male,17
Forestry,2016,45-49,Male,17
Forestry,2016,50-54,Male,18
Forestry,2016,55-59,Male,20
Forestry,2016,60-64,Male,10
Forestry,2016,65+,Male,3
Forestry,2016,NA,Male,0
Forestry,2017,15-19,Male,11
Forestry,2017,20-24,Male,23
Forestry,2017,25-29,Male,13
Forestry,2017,30-34,Male,9
Forestry,2017,35-39,Male,18
Forestry,2017,40-44,Male,18
Forestry,2017,45-49,Male,11
Forestry,2017,50-54,Male,20
Forestry,2017,55-59,Male,18
Forestry,2017,60-64,Male,19
Forestry,2017,65+,Male,2
Forestry,2017,NA,Male,0
Forestry,2018,15-19,Male,5
Forestry,2018,20-24,Male,12
Forestry,2018,25-29,Male,19
Forestry,2018,30-34,Male,16
Forestry,2018,35-39,Male,14
Forestry,2018,40-44,Male,16
Forestry,2018,45-49,Male,11
Forestry,2018,50-54,Male,14
Forestry,2018,55-59,Male,21
Forestry,2018,60-64,Male,15
Forestry,2018,65+,Male,2
Forestry,2018,NA,Male,0
Forestry,2019,15-19,Male,8
Forestry,2019,20-24,Male,16
Forestry,2019,25-29,Male,15
Forestry,2019,30-34,Male,10
Forestry,2019,35-39,Male,10
Forestry,2019,40-44,Male,8
Forestry,2019,45-49,Male,12
Forestry,2019,50-54,Male,16
Forestry,2019,55-59,Male,24
Forestry,2019,60-64,Male,15
Forestry,2019,65+,Male,4
Forestry,2019,NA,Male,0
Health Care,2011,15-19,Male,7
Health Care,2011,20-24,Male,47
Health Care,2011,25-29,Male,90
Health Care,2011,30-34,Male,102
Health Care,2011,35-39,Male,99
Health Care,2011,40-44,Male,117
Health Care,2011,45-49,Male,110
Health Care,2011,50-54,Male,108
Health Care,2011,55-59,Male,81
Health Care,2011,60-64,Male,44
Health Care,2011,65+,Male,20
Health Care,2011,NA,Male,0
Health Care,2012,15-19,Male,11
Health Care,2012,20-24,Male,42
Health Care,2012,25-29,Male,82
Health Care,2012,30-34,Male,109
Health Care,2012,35-39,Male,94
Health Care,2012,40-44,Male,111
Health Care,2012,45-49,Male,138
Health Care,2012,50-54,Male,117
Health Care,2012,55-59,Male,90
Health Care,2012,60-64,Male,50
Health Care,2012,65+,Male,9
Health Care,2012,NA,Male,0
Health Care,2013,15-19,Male,13
Health Care,2013,20-24,Male,31
Health Care,2013,25-29,Male,72
Health Care,2013,30-34,Male,98
Health Care,2013,35-39,Male,93
Health Care,2013,40-44,Male,95
Health Care,2013,45-49,Male,114
Health Care,2013,50-54,Male,110
Health Care,2013,55-59,Male,82
Health Care,2013,60-64,Male,42
Health Care,2013,65+,Male,19
Health Care,2013,NA,Male,1
Health Care,2014,15-19,Male,10
Health Care,2014,20-24,Male,37
Health Care,2014,25-29,Male,77
Health Care,2014,30-34,Male,76
Health Care,2014,35-39,Male,92
Health Care,2014,40-44,Male,98
Health Care,2014,45-49,Male,112
Health Care,2014,50-54,Male,120
Health Care,2014,55-59,Male,89
Health Care,2014,60-64,Male,37
Health Care,2014,65+,Male,16
Health Care,2014,NA,Male,1
Health Care,2015,15-19,Male,15
Health Care,2015,20-24,Male,42
Health Care,2015,25-29,Male,74
Health Care,2015,30-34,Male,86
Health Care,2015,35-39,Male,89
Health Care,2015,40-44,Male,107
Health Care,2015,45-49,Male,110
Health Care,2015,50-54,Male,110
Health Care,2015,55-59,Male,84
Health Care,2015,60-64,Male,42
Health Care,2015,65+,Male,17
Health Care,2015,NA,Male,0
Health Care,2016,15-19,Male,7
Health Care,2016,20-24,Male,46
Health Care,2016,25-29,Male,74
Health Care,2016,30-34,Male,95
Health Care,2016,35-39,Male,93
Health Care,2016,40-44,Male,93
Health Care,2016,45-49,Male,99
Health Care,2016,50-54,Male,111
Health Care,2016,55-59,Male,93
Health Care,2016,60-64,Male,52
Health Care,2016,65+,Male,25
Health Care,2016,NA,Male,0
Health Care,2017,15-19,Male,10
Health Care,2017,20-24,Male,44
Health Care,2017,25-29,Male,99
Health Care,2017,30-34,Male,88
Health Care,2017,35-39,Male,73
Health Care,2017,40-44,Male,94
Health Care,2017,45-49,Male,127
Health Care,2017,50-54,Male,122
Health Care,2017,55-59,Male,109
Health Care,2017,60-64,Male,60
Health Care,2017,65+,Male,28
Health Care,2017,NA,Male,0
Health Care,2018,15-19,Male,4
Health Care,2018,20-24,Male,60
Health Care,2018,25-29,Male,100
Health Care,2018,30-34,Male,129
Health Care,2018,35-39,Male,91
Health Care,2018,40-44,Male,102
Health Care,2018,45-49,Male,131
Health Care,2018,50-54,Male,102
Health Care,2018,55-59,Male,110
Health Care,2018,60-64,Male,61
Health Care,2018,65+,Male,34
Health Care,2018,NA,Male,0
Health Care,2019,15-19,Male,10
Health Care,2019,20-24,Male,53
Health Care,2019,25-29,Male,134
Health Care,2019,30-34,Male,152
Health Care,2019,35-39,Male,116
Health Care,2019,40-44,Male,95
Health Care,2019,45-49,Male,128
Health Care,2019,50-54,Male,151
Health Care,2019,55-59,Male,110
Health Care,2019,60-64,Male,76
Health Care,2019,65+,Male,26
Health Care,2019,NA,Male,0
Manufacturing,2011,15-19,Male,95
Manufacturing,2011,20-24,Male,433
Manufacturing,2011,25-29,Male,507
Manufacturing,2011,30-34,Male,545
Manufacturing,2011,35-39,Male,596
Manufacturing,2011,40-44,Male,599
Manufacturing,2011,45-49,Male,781
Manufacturing,2011,50-54,Male,755
Manufacturing,2011,55-59,Male,513
Manufacturing,2011,60-64,Male,306
Manufacturing,2011,65+,Male,132
Manufacturing,2011,NA,Male,4
Manufacturing,2012,15-19,Male,95
Manufacturing,2012,20-24,Male,460
Manufacturing,2012,25-29,Male,526
Manufacturing,2012,30-34,Male,503
Manufacturing,2012,35-39,Male,544
Manufacturing,2012,40-44,Male,599
Manufacturing,2012,45-49,Male,686
Manufacturing,2012,50-54,Male,718
Manufacturing,2012,55-59,Male,525
Manufacturing,2012,60-64,Male,352
Manufacturing,2012,65+,Male,115
Manufacturing,2012,NA,Male,2
Manufacturing,2013,15-19,Male,94
Manufacturing,2013,20-24,Male,449
Manufacturing,2013,25-29,Male,491
Manufacturing,2013,30-34,Male,486
Manufacturing,2013,35-39,Male,524
Manufacturing,2013,40-44,Male,544
Manufacturing,2013,45-49,Male,623
Manufacturing,2013,50-54,Male,694
Manufacturing,2013,55-59,Male,535
Manufacturing,2013,60-64,Male,328
Manufacturing,2013,65+,Male,142
Manufacturing,2013,NA,Male,3
Manufacturing,2014,15-19,Male,117
Manufacturing,2014,20-24,Male,399
Manufacturing,2014,25-29,Male,497
Manufacturing,2014,30-34,Male,485
Manufacturing,2014,35-39,Male,511
Manufacturing,2014,40-44,Male,543
Manufacturing,2014,45-49,Male,616
Manufacturing,2014,50-54,Male,616
Manufacturing,2014,55-59,Male,554
Manufacturing,2014,60-64,Male,340
Manufacturing,2014,65+,Male,141
Manufacturing,2014,NA,Male,2
Manufacturing,2015,15-19,Male,125
Manufacturing,2015,20-24,Male,437
Manufacturing,2015,25-29,Male,458
Manufacturing,2015,30-34,Male,453
Manufacturing,2015,35-39,Male,426
Manufacturing,2015,40-44,Male,462
Manufacturing,2015,45-49,Male,519
Manufacturing,2015,50-54,Male,619
Manufacturing,2015,55-59,Male,527
Manufacturing,2015,60-64,Male,340
Manufacturing,2015,65+,Male,153
Manufacturing,2015,NA,Male,0
Manufacturing,2016,15-19,Male,127
Manufacturing,2016,20-24,Male,483
Manufacturing,2016,25-29,Male,515
Manufacturing,2016,30-34,Male,493
Manufacturing,2016,35-39,Male,509
Manufacturing,2016,40-44,Male,456
Manufacturing,2016,45-49,Male,616
Manufacturing,2016,50-54,Male,618
Manufacturing,2016,55-59,Male,591
Manufacturing,2016,60-64,Male,386
Manufacturing,2016,65+,Male,201
Manufacturing,2016,NA,Male,2
Manufacturing,2017,15-19,Male,129
Manufacturing,2017,20-24,Male,514
Manufacturing,2017,25-29,Male,578
Manufacturing,2017,30-34,Male,515
Manufacturing,2017,35-39,Male,518
Manufacturing,2017,40-44,Male,473
Manufacturing,2017,45-49,Male,507
Manufacturing,2017,50-54,Male,602
Manufacturing,2017,55-59,Male,632
Manufacturing,2017,60-64,Male,381
Manufacturing,2017,65+,Male,187
Manufacturing,2017,NA,Male,1
Manufacturing,2018,15-19,Male,144
Manufacturing,2018,20-24,Male,573
Manufacturing,2018,25-29,Male,630
Manufacturing,2018,30-34,Male,544
Manufacturing,2018,35-39,Male,568
Manufacturing,2018,40-44,Male,540
Manufacturing,2018,45-49,Male,546
Manufacturing,2018,50-54,Male,660
Manufacturing,2018,55-59,Male,677
Manufacturing,2018,60-64,Male,497
Manufacturing,2018,65+,Male,190
Manufacturing,2018,NA,Male,0
Manufacturing,2019,15-19,Male,130
Manufacturing,2019,20-24,Male,600
Manufacturing,2019,25-29,Male,655
Manufacturing,2019,30-34,Male,571
Manufacturing,2019,35-39,Male,522
Manufacturing,2019,40-44,Male,571
Manufacturing,2019,45-49,Male,558
Manufacturing,2019,50-54,Male,621
Manufacturing,2019,55-59,Male,633
Manufacturing,2019,60-64,Male,497
Manufacturing,2019,65+,Male,204
Manufacturing,2019,NA,Male,2
Mining,2011,15-19,Male,10
Mining,2011,20-24,Male,23
Mining,2011,25-29,Male,40
Mining,2011,30-34,Male,43
Mining,2011,35-39,Male,40
Mining,2011,40-44,Male,48
Mining,2011,45-49,Male,45
Mining,2011,50-54,Male,35
Mining,2011,55-59,Male,20
Mining,2011,60-64,Male,8
Mining,2011,65+,Male,5
Mining,2011,NA,Male,0
Mining,2012,15-19,Male,5
Mining,2012,20-24,Male,25
Mining,2012,25-29,Male,23
Mining,2012,30-34,Male,35
Mining,2012,35-39,Male,32
Mining,2012,40-44,Male,32
Mining,2012,45-49,Male,30
Mining,2012,50-54,Male,28
Mining,2012,55-59,Male,28
Mining,2012,60-64,Male,10
Mining,2012,65+,Male,4
Mining,2012,NA,Male,0
Mining,2013,15-19,Male,1
Mining,2013,20-24,Male,12
Mining,2013,25-29,Male,22
Mining,2013,30-34,Male,21
Mining,2013,35-39,Male,25
Mining,2013,40-44,Male,33
Mining,2013,45-49,Male,35
Mining,2013,50-54,Male,33
Mining,2013,55-59,Male,26
Mining,2013,60-64,Male,11
Mining,2013,65+,Male,1
Mining,2013,NA,Male,0
Mining,2014,15-19,Male,2
Mining,2014,20-24,Male,12
Mining,2014,25-29,Male,13
Mining,2014,30-34,Male,24
Mining,2014,35-39,Male,13
Mining,2014,40-44,Male,28
Mining,2014,45-49,Male,27
Mining,2014,50-54,Male,24
Mining,2014,55-59,Male,17
Mining,2014,60-64,Male,15
Mining,2014,65+,Male,4
Mining,2014,NA,Male,0
Mining,2015,15-19,Male,1
Mining,2015,20-24,Male,15
Mining,2015,25-29,Male,13
Mining,2015,30-34,Male,16
Mining,2015,35-39,Male,24
Mining,2015,40-44,Male,19
Mining,2015,45-49,Male,20
Mining,2015,50-54,Male,28
Mining,2015,55-59,Male,18
Mining,2015,60-64,Male,9
Mining,2015,65+,Male,9
Mining,2015,NA,Male,0
Mining,2016,15-19,Male,2
Mining,2016,20-24,Male,11
Mining,2016,25-29,Male,13
Mining,2016,30-34,Male,30
Mining,2016,35-39,Male,21
Mining,2016,40-44,Male,15
Mining,2016,45-49,Male,17
Mining,2016,50-54,Male,23
Mining,2016,55-59,Male,20
Mining,2016,60-64,Male,10
Mining,2016,65+,Male,2
Mining,2016,NA,Male,0
Mining,2017,15-19,Male,4
Mining,2017,20-24,Male,8
Mining,2017,25-29,Male,21
Mining,2017,30-34,Male,25
Mining,2017,35-39,Male,28
Mining,2017,40-44,Male,20
Mining,2017,45-49,Male,25
Mining,2017,50-54,Male,26
Mining,2017,55-59,Male,21
Mining,2017,60-64,Male,9
Mining,2017,65+,Male,3
Mining,2017,NA,Male,0
Mining,2018,15-19,Male,2
Mining,2018,20-24,Male,13
Mining,2018,25-29,Male,19
Mining,2018,30-34,Male,20
Mining,2018,35-39,Male,22
Mining,2018,40-44,Male,25
Mining,2018,45-49,Male,20
Mining,2018,50-54,Male,12
Mining,2018,55-59,Male,18
Mining,2018,60-64,Male,10
Mining,2018,65+,Male,4
Mining,2018,NA,Male,0
Mining,2019,15-19,Male,3
Mining,2019,20-24,Male,12
Mining,2019,25-29,Male,22
Mining,2019,30-34,Male,15
Mining,2019,35-39,Male,31
Mining,2019,40-44,Male,24
Mining,2019,45-49,Male,18
Mining,2019,50-54,Male,26
Mining,2019,55-59,Male,29
Mining,2019,60-64,Male,14
Mining,2019,65+,Male,9
Mining,2019,NA,Male,0
Municipal,2011,15-19,Male,11
Municipal,2011,20-24,Male,16
Municipal,2011,25-29,Male,30
Municipal,2011,30-34,Male,45
Municipal,2011,35-39,Male,41
Municipal,2011,40-44,Male,76
Municipal,2011,45-49,Male,59
Municipal,2011,50-54,Male,75
Municipal,2011,55-59,Male,50
Municipal,2011,60-64,Male,21
Municipal,2011,65+,Male,10
Municipal,2011,NA,Male,0
Municipal,2012,15-19,Male,15
Municipal,2012,20-24,Male,25
Municipal,2012,25-29,Male,31
Municipal,2012,30-34,Male,34
Municipal,2012,35-39,Male,53
Municipal,2012,40-44,Male,68
Municipal,2012,45-49,Male,62
Municipal,2012,50-54,Male,50
Municipal,2012,55-59,Male,44
Municipal,2012,60-64,Male,22
Municipal,2012,65+,Male,8
Municipal,2012,NA,Male,0
Municipal,2013,15-19,Male,10
Municipal,2013,20-24,Male,25
Municipal,2013,25-29,Male,30
Municipal,2013,30-34,Male,45
Municipal,2013,35-39,Male,44
Municipal,2013,40-44,Male,64
Municipal,2013,45-49,Male,60
Municipal,2013,50-54,Male,53
Municipal,2013,55-59,Male,60
Municipal,2013,60-64,Male,29
Municipal,2013,65+,Male,10
Municipal,2013,NA,Male,0
Municipal,2014,15-19,Male,8
Municipal,2014,20-24,Male,27
Municipal,2014,25-29,Male,19
Municipal,2014,30-34,Male,50
Municipal,2014,35-39,Male,45
Municipal,2014,40-44,Male,64
Municipal,2014,45-49,Male,59
Municipal,2014,50-54,Male,68
Municipal,2014,55-59,Male,50
Municipal,2014,60-64,Male,33
Municipal,2014,65+,Male,7
Municipal,2014,NA,Male,1
Municipal,2015,15-19,Male,10
Municipal,2015,20-24,Male,19
Municipal,2015,25-29,Male,22
Municipal,2015,30-34,Male,41
Municipal,2015,35-39,Male,53
Municipal,2015,40-44,Male,48
Municipal,2015,45-49,Male,63
Municipal,2015,50-54,Male,61
Municipal,2015,55-59,Male,41
Municipal,2015,60-64,Male,21
Municipal,2015,65+,Male,9
Municipal,2015,NA,Male,0
Municipal,2016,15-19,Male,13
Municipal,2016,20-24,Male,17
Municipal,2016,25-29,Male,30
Municipal,2016,30-34,Male,36
Municipal,2016,35-39,Male,48
Municipal,2016,40-44,Male,68
Municipal,2016,45-49,Male,57
Municipal,2016,50-54,Male,70
Municipal,2016,55-59,Male,50
Municipal,2016,60-64,Male,18
Municipal,2016,65+,Male,11
Municipal,2016,NA,Male,0
Municipal,2017,15-19,Male,19
Municipal,2017,20-24,Male,23
Municipal,2017,25-29,Male,31
Municipal,2017,30-34,Male,47
Municipal,2017,35-39,Male,55
Municipal,2017,40-44,Male,72
Municipal,2017,45-49,Male,67
Municipal,2017,50-54,Male,83
Municipal,2017,55-59,Male,43
Municipal,2017,60-64,Male,31
Municipal,2017,65+,Male,14
Municipal,2017,NA,Male,0
Municipal,2018,15-19,Male,20
Municipal,2018,20-24,Male,31
Municipal,2018,25-29,Male,40
Municipal,2018,30-34,Male,44
Municipal,2018,35-39,Male,59
Municipal,2018,40-44,Male,81
Municipal,2018,45-49,Male,60
Municipal,2018,50-54,Male,60
Municipal,2018,55-59,Male,59
Municipal,2018,60-64,Male,33
Municipal,2018,65+,Male,10
Municipal,2018,NA,Male,0
Municipal,2019,15-19,Male,20
Municipal,2019,20-24,Male,33
Municipal,2019,25-29,Male,44
Municipal,2019,30-34,Male,49
Municipal,2019,35-39,Male,59
Municipal,2019,40-44,Male,64
Municipal,2019,45-49,Male,54
Municipal,2019,50-54,Male,70
Municipal,2019,55-59,Male,58
Municipal,2019,60-64,Male,28
Municipal,2019,65+,Male,24
Municipal,2019,NA,Male,0
Primary Metals,2011,15-19,Male,6
Primary Metals,2011,20-24,Male,13
Primary Metals,2011,25-29,Male,18
Primary Metals,2011,30-34,Male,24
Primary Metals,2011,35-39,Male,29
Primary Metals,2011,40-44,Male,33
Primary Metals,2011,45-49,Male,48
Primary Metals,2011,50-54,Male,46
Primary Metals,2011,55-59,Male,45
Primary Metals,2011,60-64,Male,16
Primary Metals,2011,65+,Male,5
Primary Metals,2011,NA,Male,0
Primary Metals,2012,15-19,Male,3
Primary Metals,2012,20-24,Male,11
Primary Metals,2012,25-29,Male,20
Primary Metals,2012,30-34,Male,19
Primary Metals,2012,35-39,Male,29
Primary Metals,2012,40-44,Male,30
Primary Metals,2012,45-49,Male,29
Primary Metals,2012,50-54,Male,52
Primary Metals,2012,55-59,Male,33
Primary Metals,2012,60-64,Male,10
Primary Metals,2012,65+,Male,5
Primary Metals,2012,NA,Male,0
Primary Metals,2013,15-19,Male,1
Primary Metals,2013,20-24,Male,13
Primary Metals,2013,25-29,Male,18
Primary Metals,2013,30-34,Male,17
Primary Metals,2013,35-39,Male,13
Primary Metals,2013,40-44,Male,24
Primary Metals,2013,45-49,Male,24
Primary Metals,2013,50-54,Male,43
Primary Metals,2013,55-59,Male,22
Primary Metals,2013,60-64,Male,15
Primary Metals,2013,65+,Male,3
Primary Metals,2013,NA,Male,0
Primary Metals,2014,15-19,Male,1
Primary Metals,2014,20-24,Male,14
Primary Metals,2014,25-29,Male,19
Primary Metals,2014,30-34,Male,17
Primary Metals,2014,35-39,Male,25
Primary Metals,2014,40-44,Male,20
Primary Metals,2014,45-49,Male,20
Primary Metals,2014,50-54,Male,41
Primary Metals,2014,55-59,Male,22
Primary Metals,2014,60-64,Male,9
Primary Metals,2014,65+,Male,10
Primary Metals,2014,NA,Male,0
Primary Metals,2015,15-19,Male,9
Primary Metals,2015,20-24,Male,8
Primary Metals,2015,25-29,Male,11
Primary Metals,2015,30-34,Male,12
Primary Metals,2015,35-39,Male,11
Primary Metals,2015,40-44,Male,13
Primary Metals,2015,45-49,Male,13
Primary Metals,2015,50-54,Male,30
Primary Metals,2015,55-59,Male,27
Primary Metals,2015,60-64,Male,11
Primary Metals,2015,65+,Male,7
Primary Metals,2015,NA,Male,0
Primary Metals,2016,15-19,Male,3
Primary Metals,2016,20-24,Male,5
Primary Metals,2016,25-29,Male,11
Primary Metals,2016,30-34,Male,12
Primary Metals,2016,35-39,Male,21
Primary Metals,2016,40-44,Male,17
Primary Metals,2016,45-49,Male,17
Primary Metals,2016,50-54,Male,31
Primary Metals,2016,55-59,Male,19
Primary Metals,2016,60-64,Male,8
Primary Metals,2016,65+,Male,7
Primary Metals,2016,NA,Male,0
Primary Metals,2017,15-19,Male,0
Primary Metals,2017,20-24,Male,12
Primary Metals,2017,25-29,Male,12
Primary Metals,2017,30-34,Male,18
Primary Metals,2017,35-39,Male,25
Primary Metals,2017,40-44,Male,33
Primary Metals,2017,45-49,Male,27
Primary Metals,2017,50-54,Male,26
Primary Metals,2017,55-59,Male,34
Primary Metals,2017,60-64,Male,15
Primary Metals,2017,65+,Male,7
Primary Metals,2017,NA,Male,0
Primary Metals,2018,15-19,Male,3
Primary Metals,2018,20-24,Male,20
Primary Metals,2018,25-29,Male,23
Primary Metals,2018,30-34,Male,35
Primary Metals,2018,35-39,Male,35
Primary Metals,2018,40-44,Male,32
Primary Metals,2018,45-49,Male,30
Primary Metals,2018,50-54,Male,38
Primary Metals,2018,55-59,Male,38
Primary Metals,2018,60-64,Male,17
Primary Metals,2018,65+,Male,7
Primary Metals,2018,NA,Male,0
Primary Metals,2019,15-19,Male,1
Primary Metals,2019,20-24,Male,17
Primary Metals,2019,25-29,Male,31
Primary Metals,2019,30-34,Male,20
Primary Metals,2019,35-39,Male,24
Primary Metals,2019,40-44,Male,26
Primary Metals,2019,45-49,Male,37
Primary Metals,2019,50-54,Male,24
Primary Metals,2019,55-59,Male,47
Primary Metals,2019,60-64,Male,26
Primary Metals,2019,65+,Male,5
Primary Metals,2019,NA,Male,0
Pulp & Paper,2011,15-19,Male,0
Pulp & Paper,2011,20-24,Male,6
Pulp & Paper,2011,25-29,Male,7
Pulp & Paper,2011,30-34,Male,4
Pulp & Paper,2011,35-39,Male,5
Pulp & Paper,2011,40-44,Male,12
Pulp & Paper,2011,45-49,Male,20
